language,sentence,n,edgelist,root
English,539,17,"[(10, 16), (11, 13), (2, 11), (10, 2), (15, 5), (10, 15), (15, 14), (14, 12), (1, 17), (1, 6), (12, 1), (1, 8), (8, 3), (3, 4), (7, 9), (4, 7)]",10
English,540,14,"[(3, 14), (14, 12), (3, 11), (11, 10), (3, 5), (5, 7), (7, 6), (8, 2), (6, 8), (2, 13), (13, 1), (9, 4), (1, 9)]",3
English,542,6,"[(2, 3), (2, 4), (4, 6), (1, 5), (6, 1)]",2
English,545,28,"[(14, 7), (7, 8), (25, 6), (14, 25), (25, 10), (18, 23), (2, 18), (10, 2), (2, 17), (19, 12), (17, 19), (15, 16), (14, 15), (14, 26), (3, 1), (26, 3), (3, 5), (5, 9), (9, 27), (14, 11), (11, 13), (13, 21), (13, 24), (20, 4), (22, 20), (24, 22), (22, 28)]",14
English,547,24,"[(18, 4), (6, 8), (18, 6), (18, 13), (2, 18), (2, 17), (17, 3), (22, 15), (17, 22), (22, 21), (11, 5), (11, 1), (2, 11), (7, 14), (7, 23), (11, 7), (10, 20), (7, 10), (10, 16), (10, 24), (19, 12), (24, 19), (19, 9)]",2
English,548,15,"[(13, 15), (13, 8), (3, 13), (3, 7), (7, 6), (6, 5), (12, 2), (5, 12), (12, 10), (14, 11), (10, 14), (1, 4), (1, 9), (14, 1)]",3
English,549,15,"[(1, 8), (14, 1), (14, 12), (14, 5), (6, 10), (6, 4), (9, 13), (4, 9), (5, 6), (11, 2), (5, 11), (3, 15), (3, 7), (11, 3)]",14
English,550,17,"[(3, 14), (16, 3), (13, 2), (13, 12), (15, 11), (12, 15), (16, 13), (13, 8), (10, 5), (10, 9), (8, 10), (13, 4), (4, 17), (7, 6), (4, 7), (7, 1)]",16
English,552,6,"[(1, 5), (4, 1), (4, 2), (6, 3), (2, 6)]",4
English,553,13,"[(13, 11), (10, 1), (9, 8), (10, 9), (11, 10), (10, 3), (3, 5), (12, 6), (12, 4), (13, 12), (13, 7), (7, 2)]",13
English,554,34,"[(8, 11), (25, 8), (8, 26), (5, 28), (26, 5), (5, 20), (25, 3), (25, 21), (16, 33), (31, 2), (16, 31), (31, 1), (30, 27), (30, 10), (1, 30), (25, 16), (16, 17), (16, 15), (15, 13), (13, 29), (29, 12), (4, 32), (32, 6), (4, 23), (12, 4), (30, 9), (9, 18), (18, 22), (22, 24), (7, 34), (7, 19), (7, 14), (18, 7)]",25
English,555,11,"[(2, 4), (1, 7), (2, 1), (1, 3), (3, 8), (1, 10), (6, 5), (10, 6), (2, 11), (2, 9)]",2
English,557,17,"[(6, 9), (1, 13), (1, 15), (9, 1), (14, 17), (6, 14), (14, 5), (10, 4), (10, 12), (6, 10), (3, 7), (10, 3), (8, 16), (8, 2), (8, 11), (3, 8)]",6
English,559,26,"[(17, 8), (13, 10), (8, 13), (13, 24), (17, 19), (17, 12), (26, 18), (17, 26), (26, 21), (21, 23), (26, 16), (16, 4), (4, 25), (22, 14), (4, 22), (22, 3), (3, 9), (9, 1), (3, 15), (15, 5), (7, 11), (11, 6), (7, 2), (5, 7), (7, 20)]",17
English,561,17,"[(13, 9), (9, 1), (1, 10), (7, 3), (15, 17), (7, 15), (13, 7), (13, 16), (12, 2), (16, 12), (13, 6), (6, 11), (11, 5), (14, 8), (11, 14), (14, 4)]",13
English,567,45,"[(42, 9), (27, 42), (30, 40), (34, 30), (39, 22), (30, 39), (39, 13), (14, 33), (14, 25), (39, 14), (14, 29), (29, 18), (18, 5), (26, 3), (5, 26), (27, 34), (34, 36), (34, 7), (7, 23), (23, 43), (19, 20), (43, 19), (34, 12), (35, 38), (12, 35), (35, 15), (6, 1), (15, 6), (28, 44), (12, 28), (45, 16), (45, 21), (28, 45), (2, 32), (45, 2), (2, 11), (2, 24), (24, 10), (31, 41), (10, 31), (31, 17), (17, 4), (37, 8), (4, 37)]",27
English,568,15,"[(7, 10), (7, 15), (15, 12), (5, 7), (5, 4), (4, 8), (8, 3), (6, 13), (3, 6), (6, 11), (11, 9), (9, 2), (14, 1), (2, 14)]",5
English,569,18,"[(17, 10), (7, 17), (17, 12), (12, 9), (7, 11), (11, 3), (18, 13), (3, 18), (16, 5), (3, 16), (6, 15), (16, 6), (16, 14), (8, 1), (2, 4), (8, 2), (14, 8)]",7
English,571,17,"[(14, 11), (14, 7), (14, 3), (12, 9), (3, 12), (10, 4), (8, 16), (17, 6), (16, 17), (10, 8), (14, 10), (10, 13), (13, 1), (10, 5), (5, 15), (15, 2)]",14
English,575,24,"[(3, 20), (3, 8), (10, 18), (10, 14), (8, 10), (8, 22), (22, 11), (1, 5), (5, 6), (9, 2), (9, 16), (6, 9), (3, 1), (1, 24), (1, 21), (21, 4), (23, 15), (23, 13), (1, 23), (23, 12), (23, 19), (23, 17), (17, 7)]",3
English,578,17,"[(6, 4), (4, 3), (6, 5), (8, 15), (6, 8), (10, 11), (10, 14), (14, 1), (10, 12), (6, 10), (10, 13), (10, 7), (7, 2), (2, 17), (16, 9), (17, 16)]",6
English,580,23,"[(12, 11), (11, 15), (1, 8), (1, 2), (15, 1), (1, 13), (13, 19), (12, 6), (9, 20), (9, 21), (9, 22), (12, 9), (14, 23), (12, 14), (14, 3), (14, 4), (4, 7), (14, 10), (18, 16), (18, 17), (18, 5), (10, 18)]",12
English,588,20,"[(12, 17), (12, 3), (12, 4), (12, 16), (16, 1), (11, 18), (1, 11), (11, 19), (2, 20), (19, 2), (9, 6), (9, 8), (9, 15), (9, 5), (16, 9), (9, 7), (10, 14), (10, 13), (7, 10)]",12
English,589,21,"[(16, 11), (16, 17), (17, 10), (6, 9), (6, 7), (6, 3), (10, 6), (4, 14), (6, 4), (13, 20), (20, 19), (12, 21), (19, 12), (4, 13), (4, 1), (8, 5), (8, 15), (1, 8), (8, 2), (2, 18)]",16
English,590,12,"[(1, 5), (1, 12), (8, 1), (8, 2), (8, 3), (7, 4), (3, 7), (7, 10), (9, 11), (9, 6), (10, 9)]",8
English,592,13,"[(13, 5), (8, 13), (13, 4), (12, 6), (12, 11), (4, 12), (12, 7), (7, 9), (9, 1), (8, 3), (3, 2), (2, 10)]",8
English,598,20,"[(3, 15), (5, 13), (15, 5), (5, 8), (5, 18), (5, 19), (5, 9), (9, 1), (12, 7), (1, 12), (12, 10), (10, 14), (2, 4), (3, 2), (2, 16), (20, 11), (20, 6), (16, 20), (3, 17)]",3
English,599,26,"[(20, 6), (17, 14), (6, 17), (2, 18), (17, 2), (2, 9), (2, 8), (8, 12), (26, 4), (12, 26), (15, 3), (7, 15), (7, 21), (7, 16), (26, 7), (20, 23), (23, 24), (24, 19), (22, 11), (22, 5), (10, 22), (22, 1), (25, 13), (1, 25), (20, 10)]",20
English,603,19,"[(12, 7), (1, 8), (1, 4), (1, 5), (7, 1), (12, 19), (12, 11), (12, 9), (2, 13), (2, 10), (9, 2), (12, 18), (18, 14), (17, 3), (17, 15), (14, 17), (17, 16), (16, 6)]",12
English,607,17,"[(16, 9), (17, 12), (9, 17), (17, 8), (13, 1), (13, 6), (8, 13), (2, 5), (16, 2), (3, 11), (2, 3), (16, 10), (10, 14), (4, 15), (4, 7), (14, 4)]",16
English,610,21,"[(14, 6), (6, 11), (14, 8), (8, 13), (13, 1), (1, 2), (7, 4), (14, 7), (14, 5), (14, 18), (18, 20), (18, 17), (15, 3), (15, 21), (17, 15), (12, 16), (18, 9), (9, 12), (19, 10), (9, 19)]",14
English,611,27,"[(3, 26), (26, 22), (14, 19), (14, 25), (22, 14), (9, 17), (9, 18), (7, 9), (27, 4), (27, 16), (16, 6), (27, 13), (9, 27), (3, 7), (11, 20), (7, 11), (11, 10), (10, 1), (21, 12), (1, 21), (3, 15), (15, 2), (8, 5), (8, 24), (8, 23), (2, 8)]",3
English,612,18,"[(15, 14), (14, 8), (15, 4), (17, 18), (4, 17), (17, 5), (16, 2), (5, 16), (1, 3), (15, 1), (13, 9), (15, 13), (13, 6), (7, 11), (6, 7), (12, 10), (7, 12)]",15
English,617,12,"[(9, 10), (10, 4), (7, 3), (4, 7), (7, 5), (5, 8), (9, 12), (1, 11), (1, 6), (12, 1), (1, 2)]",9
English,618,17,"[(13, 1), (1, 12), (11, 17), (13, 11), (4, 8), (11, 4), (9, 3), (13, 9), (7, 6), (7, 16), (16, 14), (13, 7), (7, 5), (2, 15), (2, 10), (7, 2)]",13
English,619,29,"[(7, 14), (14, 22), (7, 15), (7, 28), (28, 3), (10, 16), (10, 6), (10, 8), (3, 10), (3, 17), (23, 12), (17, 23), (7, 19), (25, 9), (25, 4), (20, 25), (25, 29), (29, 21), (2, 1), (21, 2), (25, 24), (24, 13), (19, 20), (27, 18), (27, 5), (20, 27), (27, 11), (11, 26)]",7
English,621,21,"[(8, 4), (4, 13), (1, 8), (1, 2), (2, 6), (6, 9), (17, 7), (12, 3), (17, 12), (12, 10), (10, 16), (20, 5), (16, 20), (1, 17), (17, 18), (18, 14), (11, 19), (14, 11), (15, 21), (11, 15)]",1
English,622,30,"[(11, 2), (2, 26), (5, 28), (5, 24), (5, 25), (11, 5), (11, 9), (29, 7), (23, 29), (11, 23), (23, 14), (23, 19), (15, 30), (19, 15), (15, 27), (21, 20), (27, 21), (21, 12), (22, 17), (22, 3), (12, 22), (22, 10), (10, 1), (6, 4), (6, 8), (6, 13), (22, 6), (6, 16), (16, 18)]",11
English,623,15,"[(15, 11), (13, 15), (5, 1), (13, 5), (13, 2), (2, 14), (4, 6), (13, 4), (4, 10), (4, 9), (9, 8), (8, 12), (3, 7), (12, 3)]",13
English,626,15,"[(2, 8), (2, 9), (3, 12), (9, 3), (15, 11), (3, 15), (6, 5), (6, 4), (15, 6), (1, 7), (1, 10), (2, 1), (13, 14), (1, 13)]",2
English,627,24,"[(5, 7), (7, 20), (21, 3), (7, 21), (8, 14), (8, 18), (21, 8), (17, 16), (21, 17), (19, 6), (19, 4), (17, 19), (2, 23), (19, 2), (2, 24), (2, 11), (11, 12), (1, 22), (12, 1), (5, 9), (9, 10), (10, 15), (15, 13)]",5
English,631,31,"[(9, 16), (9, 11), (24, 9), (31, 30), (30, 18), (31, 10), (9, 31), (31, 22), (31, 15), (7, 14), (7, 12), (31, 7), (7, 27), (26, 28), (26, 5), (27, 26), (26, 23), (23, 19), (8, 4), (3, 8), (27, 3), (2, 29), (17, 20), (13, 17), (2, 13), (3, 2), (6, 1), (25, 6), (24, 25), (25, 21)]",24
English,635,8,"[(1, 8), (7, 5), (8, 7), (3, 2), (3, 4), (1, 3), (1, 6)]",1
English,636,16,"[(5, 16), (14, 5), (5, 12), (2, 1), (12, 2), (5, 6), (8, 7), (6, 8), (8, 13), (4, 10), (13, 4), (14, 11), (14, 9), (9, 3), (3, 15)]",14
English,637,14,"[(1, 9), (1, 6), (8, 1), (8, 10), (10, 7), (12, 5), (7, 12), (13, 4), (12, 13), (13, 14), (13, 3), (3, 11), (3, 2)]",8
English,641,20,"[(14, 16), (14, 7), (4, 14), (4, 3), (4, 8), (1, 5), (8, 1), (1, 9), (13, 11), (9, 13), (20, 17), (20, 19), (1, 20), (20, 15), (15, 10), (10, 6), (18, 2), (18, 12), (6, 18)]",4
English,643,12,"[(9, 10), (8, 4), (10, 8), (9, 5), (9, 7), (7, 1), (1, 3), (6, 2), (6, 11), (6, 12), (3, 6)]",9
English,644,11,"[(1, 2), (4, 9), (4, 5), (1, 4), (3, 7), (4, 3), (10, 6), (3, 10), (10, 8), (8, 11)]",1
English,646,13,"[(2, 10), (10, 7), (7, 1), (1, 12), (2, 6), (2, 13), (4, 9), (4, 5), (4, 11), (13, 4), (4, 3), (3, 8)]",2
English,649,13,"[(6, 9), (6, 5), (6, 7), (6, 12), (10, 4), (12, 10), (1, 11), (2, 8), (1, 2), (10, 1), (1, 3), (3, 13)]",6
English,654,25,"[(1, 13), (13, 16), (13, 6), (6, 23), (1, 11), (19, 5), (19, 18), (1, 19), (5, 24), (1, 4), (4, 8), (8, 17), (17, 9), (3, 7), (9, 3), (3, 20), (21, 14), (20, 21), (22, 15), (21, 22), (21, 25), (12, 2), (25, 12), (12, 10)]",1
English,655,15,"[(14, 11), (14, 10), (6, 14), (6, 15), (6, 7), (3, 12), (7, 3), (8, 13), (3, 8), (4, 9), (3, 4), (4, 5), (2, 1), (5, 2)]",6
English,656,21,"[(6, 12), (12, 4), (4, 8), (8, 19), (6, 13), (6, 17), (17, 1), (1, 10), (10, 21), (11, 14), (10, 11), (16, 5), (6, 16), (16, 18), (7, 9), (18, 7), (15, 20), (16, 15), (15, 2), (2, 3)]",6
English,657,17,"[(7, 9), (7, 13), (5, 15), (13, 5), (5, 10), (10, 4), (17, 1), (17, 12), (5, 17), (8, 11), (17, 8), (8, 16), (3, 6), (3, 2), (3, 14), (16, 3)]",7
English,662,27,"[(5, 1), (1, 11), (15, 24), (5, 15), (15, 17), (18, 8), (17, 18), (18, 21), (21, 16), (20, 9), (20, 10), (20, 14), (18, 20), (20, 2), (26, 25), (2, 26), (5, 6), (6, 3), (3, 13), (19, 4), (7, 19), (27, 22), (27, 23), (19, 27), (13, 7), (5, 12)]",5
English,663,11,"[(9, 5), (9, 3), (2, 9), (4, 8), (6, 4), (2, 6), (2, 10), (11, 7), (10, 11), (11, 1)]",2
English,665,10,"[(1, 7), (1, 8), (4, 1), (4, 3), (3, 10), (10, 6), (10, 5), (5, 2), (2, 9)]",4
English,666,22,"[(7, 13), (4, 14), (7, 4), (4, 22), (22, 19), (7, 12), (7, 2), (3, 21), (20, 3), (2, 20), (17, 11), (17, 9), (20, 17), (16, 8), (16, 6), (20, 16), (16, 1), (1, 5), (18, 15), (18, 10), (5, 18)]",7
English,668,18,"[(14, 6), (16, 3), (6, 16), (16, 10), (14, 2), (17, 9), (8, 17), (8, 18), (8, 5), (14, 8), (8, 1), (1, 12), (12, 15), (1, 7), (7, 4), (11, 13), (4, 11)]",14
English,670,23,"[(11, 3), (11, 8), (17, 2), (17, 14), (17, 23), (11, 17), (17, 20), (19, 4), (19, 6), (20, 19), (13, 12), (13, 22), (19, 13), (11, 15), (15, 9), (1, 21), (9, 1), (1, 5), (7, 16), (5, 7), (7, 10), (10, 18)]",11
English,671,28,"[(15, 17), (15, 8), (26, 15), (15, 12), (26, 6), (6, 4), (4, 13), (7, 25), (26, 7), (3, 18), (3, 2), (7, 3), (22, 23), (11, 22), (5, 9), (5, 28), (22, 5), (26, 11), (11, 24), (24, 14), (21, 19), (21, 16), (11, 21), (21, 20), (21, 27), (1, 10), (27, 1)]",26
English,673,33,"[(27, 15), (21, 19), (14, 21), (15, 14), (14, 16), (16, 13), (33, 31), (33, 23), (13, 33), (16, 26), (26, 6), (6, 8), (27, 25), (18, 10), (25, 18), (27, 30), (30, 17), (17, 3), (17, 32), (2, 29), (32, 2), (24, 5), (9, 7), (24, 9), (27, 24), (24, 22), (11, 1), (20, 11), (22, 20), (24, 12), (28, 4), (12, 28)]",27
English,675,26,"[(17, 26), (17, 12), (10, 13), (12, 10), (19, 24), (17, 19), (17, 8), (1, 4), (7, 1), (1, 18), (18, 6), (8, 7), (7, 16), (3, 5), (15, 3), (16, 15), (15, 11), (23, 25), (7, 23), (21, 14), (21, 2), (23, 21), (23, 9), (20, 22), (9, 20)]",17
English,676,17,"[(3, 14), (10, 3), (7, 10), (7, 9), (9, 12), (7, 8), (5, 4), (8, 5), (5, 11), (11, 15), (15, 16), (16, 17), (8, 6), (6, 13), (13, 2), (2, 1)]",7
English,677,18,"[(10, 1), (10, 18), (10, 17), (9, 8), (10, 9), (9, 15), (9, 3), (3, 6), (16, 4), (7, 5), (16, 7), (9, 16), (16, 13), (16, 11), (11, 14), (12, 2), (14, 12)]",10
English,679,27,"[(16, 9), (9, 25), (1, 11), (16, 1), (1, 18), (18, 20), (1, 13), (13, 21), (21, 5), (22, 8), (5, 22), (16, 7), (7, 24), (6, 14), (24, 6), (19, 27), (10, 3), (10, 4), (19, 10), (19, 12), (16, 19), (17, 26), (17, 15), (19, 17), (17, 2), (2, 23)]",16
English,680,11,"[(2, 3), (2, 5), (11, 2), (8, 4), (2, 8), (11, 7), (7, 9), (1, 6), (1, 10), (9, 1)]",11
English,684,9,"[(8, 2), (4, 8), (4, 9), (9, 7), (5, 6), (5, 1), (4, 5), (5, 3)]",4
English,686,32,"[(13, 19), (19, 25), (13, 17), (13, 4), (20, 18), (20, 6), (4, 20), (22, 14), (13, 22), (28, 10), (28, 5), (22, 28), (28, 21), (2, 32), (21, 2), (1, 8), (22, 1), (27, 12), (31, 30), (31, 29), (31, 15), (27, 31), (1, 27), (9, 7), (9, 16), (27, 9), (9, 24), (11, 26), (24, 11), (23, 3), (11, 23)]",13
English,687,21,"[(5, 6), (19, 4), (19, 18), (5, 19), (5, 14), (9, 12), (14, 9), (5, 17), (17, 1), (7, 8), (8, 16), (16, 10), (7, 21), (1, 7), (7, 11), (20, 13), (20, 3), (11, 20), (20, 15), (15, 2)]",5
English,690,23,"[(3, 21), (22, 13), (22, 4), (3, 22), (22, 1), (9, 18), (9, 14), (1, 9), (7, 16), (15, 7), (9, 15), (15, 17), (15, 23), (23, 19), (15, 12), (3, 10), (6, 2), (10, 6), (6, 8), (5, 11), (8, 5), (5, 20)]",3
English,693,23,"[(4, 15), (4, 19), (19, 23), (23, 6), (6, 21), (6, 22), (22, 10), (9, 8), (9, 11), (10, 9), (9, 14), (7, 18), (14, 7), (10, 2), (2, 17), (12, 20), (16, 12), (17, 16), (16, 1), (5, 3), (5, 13), (1, 5)]",4
English,694,26,"[(10, 16), (23, 10), (10, 5), (5, 12), (25, 3), (12, 25), (25, 17), (1, 19), (1, 9), (17, 1), (13, 8), (1, 13), (23, 2), (20, 7), (4, 20), (2, 4), (4, 22), (22, 14), (21, 15), (21, 26), (14, 21), (21, 6), (11, 24), (11, 18), (6, 11)]",23
English,695,17,"[(5, 11), (12, 5), (5, 17), (17, 14), (12, 13), (6, 1), (10, 6), (13, 10), (10, 2), (7, 15), (10, 7), (10, 9), (3, 16), (9, 3), (4, 8), (3, 4)]",12
English,697,28,"[(13, 23), (13, 8), (13, 11), (11, 5), (16, 24), (16, 27), (13, 16), (20, 22), (13, 20), (20, 4), (12, 9), (12, 21), (12, 28), (4, 12), (12, 18), (18, 3), (15, 6), (15, 19), (3, 15), (2, 14), (18, 2), (2, 17), (7, 26), (17, 7), (7, 25), (10, 1), (25, 10)]",13
English,698,19,"[(14, 5), (17, 14), (6, 1), (14, 6), (17, 13), (16, 11), (17, 16), (16, 3), (3, 10), (17, 9), (7, 4), (12, 8), (7, 12), (19, 18), (7, 19), (9, 7), (2, 15), (7, 2)]",17
English,700,27,"[(2, 23), (23, 20), (2, 12), (2, 21), (1, 14), (2, 1), (7, 15), (8, 26), (8, 4), (7, 8), (8, 10), (11, 17), (10, 11), (11, 19), (19, 3), (2, 7), (7, 27), (7, 13), (13, 25), (22, 18), (22, 5), (22, 16), (25, 22), (22, 6), (9, 24), (6, 9)]",2
English,701,14,"[(8, 1), (3, 5), (14, 11), (3, 14), (8, 3), (3, 4), (4, 9), (8, 6), (13, 7), (6, 13), (13, 12), (10, 2), (12, 10)]",8
English,702,15,"[(13, 9), (9, 7), (13, 10), (13, 12), (8, 2), (12, 8), (8, 6), (5, 4), (5, 11), (5, 3), (3, 1), (3, 15), (6, 5), (5, 14)]",13
English,704,16,"[(6, 15), (6, 10), (3, 6), (3, 7), (3, 1), (3, 14), (2, 5), (11, 2), (11, 16), (14, 11), (3, 9), (4, 13), (13, 12), (8, 4), (9, 8)]",3
English,705,18,"[(1, 15), (1, 12), (7, 17), (7, 5), (12, 7), (11, 13), (18, 10), (11, 18), (7, 11), (7, 9), (9, 14), (14, 4), (4, 16), (2, 6), (9, 2), (2, 8), (8, 3)]",1
English,706,31,"[(25, 5), (5, 2), (2, 23), (25, 18), (25, 10), (13, 4), (13, 11), (16, 17), (13, 16), (10, 13), (13, 30), (13, 31), (31, 15), (15, 29), (29, 6), (9, 28), (10, 9), (9, 22), (22, 24), (21, 19), (22, 21), (8, 20), (21, 8), (14, 26), (7, 14), (25, 7), (7, 27), (27, 1), (1, 3), (3, 12)]",25
English,708,19,"[(3, 18), (18, 7), (3, 8), (3, 1), (1, 13), (16, 6), (13, 16), (16, 14), (14, 17), (13, 10), (10, 9), (13, 4), (11, 12), (4, 11), (11, 19), (19, 5), (15, 2), (5, 15)]",3
English,709,20,"[(16, 7), (7, 3), (20, 12), (20, 2), (3, 20), (20, 14), (15, 1), (14, 15), (16, 11), (16, 9), (16, 18), (18, 4), (19, 13), (16, 19), (19, 5), (17, 10), (17, 6), (17, 8), (5, 17)]",16
English,713,10,"[(5, 4), (1, 8), (5, 1), (5, 3), (3, 6), (6, 9), (7, 2), (10, 7), (6, 10)]",5
English,715,28,"[(6, 7), (26, 6), (6, 8), (8, 11), (26, 24), (26, 17), (17, 1), (1, 16), (18, 3), (16, 18), (26, 13), (13, 19), (2, 5), (19, 2), (2, 28), (28, 20), (2, 23), (23, 14), (15, 25), (4, 12), (15, 4), (14, 15), (15, 22), (9, 21), (9, 27), (9, 10), (22, 9)]",26
English,716,29,"[(26, 20), (17, 10), (10, 21), (20, 17), (17, 14), (14, 12), (12, 27), (27, 2), (2, 15), (15, 5), (19, 23), (24, 19), (5, 24), (28, 11), (26, 28), (26, 18), (26, 25), (25, 8), (16, 1), (8, 16), (6, 4), (16, 6), (16, 7), (9, 29), (9, 13), (7, 9), (9, 3), (3, 22)]",26
English,718,24,"[(4, 20), (20, 15), (20, 2), (17, 23), (2, 17), (17, 18), (11, 10), (18, 11), (4, 19), (3, 6), (4, 3), (4, 12), (12, 21), (8, 14), (8, 22), (21, 8), (4, 7), (7, 16), (24, 1), (24, 9), (16, 24), (24, 13), (13, 5)]",4
English,719,21,"[(17, 3), (13, 17), (13, 5), (13, 4), (4, 18), (14, 9), (18, 14), (14, 10), (10, 8), (21, 2), (8, 21), (21, 19), (19, 12), (12, 20), (20, 16), (1, 15), (11, 1), (7, 11), (7, 6), (16, 7)]",13
English,720,15,"[(4, 10), (7, 1), (7, 15), (7, 13), (10, 7), (4, 8), (4, 3), (5, 2), (3, 5), (4, 14), (6, 11), (6, 12), (6, 9), (14, 6)]",4
English,721,13,"[(1, 7), (1, 12), (4, 2), (1, 4), (6, 10), (6, 5), (4, 6), (6, 8), (8, 11), (9, 13), (1, 9), (9, 3)]",1
English,722,7,"[(7, 1), (2, 4), (2, 6), (3, 5), (2, 3), (7, 2)]",7
English,725,12,"[(6, 12), (8, 6), (6, 10), (8, 3), (2, 1), (11, 4), (2, 11), (3, 2), (2, 7), (5, 9), (7, 5)]",8
English,726,19,"[(8, 14), (9, 8), (12, 9), (12, 3), (12, 13), (13, 16), (17, 5), (16, 17), (17, 10), (10, 1), (6, 18), (12, 6), (11, 4), (6, 11), (6, 2), (19, 15), (19, 7), (2, 19)]",12
English,729,22,"[(8, 12), (8, 18), (8, 2), (19, 8), (8, 1), (1, 17), (22, 16), (22, 13), (17, 22), (22, 15), (15, 21), (19, 20), (20, 4), (5, 6), (4, 5), (3, 11), (3, 14), (3, 7), (9, 10), (3, 9), (5, 3)]",19
English,732,19,"[(16, 1), (16, 2), (4, 3), (2, 4), (4, 18), (11, 12), (18, 11), (4, 13), (13, 19), (7, 17), (13, 7), (7, 15), (7, 14), (7, 6), (6, 5), (9, 8), (9, 10), (5, 9)]",16
English,733,22,"[(20, 6), (20, 17), (17, 3), (3, 21), (21, 4), (21, 16), (14, 22), (14, 12), (16, 14), (14, 11), (15, 1), (11, 15), (9, 5), (20, 9), (7, 18), (7, 13), (9, 7), (7, 2), (2, 8), (10, 19), (8, 10)]",20
English,735,18,"[(1, 5), (7, 17), (1, 7), (1, 11), (11, 3), (3, 4), (1, 10), (10, 14), (1, 18), (18, 15), (12, 13), (12, 6), (12, 16), (15, 12), (12, 2), (8, 9), (2, 8)]",1
English,736,32,"[(24, 16), (28, 9), (16, 28), (25, 6), (24, 25), (25, 26), (24, 4), (24, 21), (22, 10), (21, 22), (22, 14), (19, 5), (19, 30), (24, 19), (19, 20), (19, 12), (12, 11), (15, 7), (12, 15), (23, 18), (23, 31), (15, 23), (19, 17), (17, 13), (13, 27), (3, 8), (12, 3), (3, 1), (1, 2), (29, 32), (2, 29)]",24
English,741,26,"[(10, 25), (1, 24), (10, 1), (1, 17), (15, 5), (17, 15), (15, 26), (26, 2), (18, 23), (10, 18), (18, 14), (18, 16), (8, 6), (16, 8), (20, 21), (4, 20), (3, 4), (8, 3), (3, 19), (13, 12), (19, 13), (7, 11), (3, 7), (7, 22), (22, 9)]",10
English,746,34,"[(28, 26), (5, 28), (28, 25), (25, 16), (28, 27), (27, 30), (32, 23), (30, 32), (32, 22), (34, 19), (5, 34), (34, 2), (2, 7), (7, 21), (21, 15), (15, 31), (5, 17), (8, 14), (8, 33), (17, 8), (5, 3), (13, 11), (13, 20), (3, 13), (5, 4), (29, 6), (4, 29), (29, 1), (1, 10), (4, 24), (18, 12), (18, 9), (24, 18)]",5
English,747,16,"[(10, 14), (15, 10), (15, 16), (16, 11), (11, 6), (4, 8), (12, 1), (4, 12), (6, 4), (6, 9), (2, 5), (9, 2), (6, 3), (13, 7), (3, 13)]",15
English,748,15,"[(10, 11), (11, 14), (5, 12), (5, 7), (10, 5), (10, 9), (6, 1), (9, 6), (6, 2), (3, 15), (2, 3), (6, 8), (13, 4), (8, 13)]",10
English,751,26,"[(19, 10), (13, 22), (10, 13), (13, 1), (18, 23), (2, 18), (1, 2), (24, 5), (24, 11), (19, 24), (19, 7), (17, 12), (7, 17), (3, 4), (17, 3), (3, 20), (14, 16), (3, 14), (14, 8), (25, 9), (15, 25), (8, 15), (15, 26), (21, 6), (26, 21)]",19
English,752,14,"[(13, 1), (14, 13), (14, 3), (14, 12), (12, 2), (6, 7), (12, 6), (6, 8), (5, 11), (8, 5), (5, 4), (5, 10), (10, 9)]",14
English,753,15,"[(4, 7), (13, 9), (9, 15), (7, 13), (12, 1), (13, 12), (11, 8), (11, 10), (13, 11), (14, 5), (4, 14), (4, 3), (2, 6), (3, 2)]",4
English,754,18,"[(10, 16), (11, 10), (11, 5), (7, 17), (7, 6), (4, 1), (7, 4), (11, 7), (7, 18), (13, 3), (18, 13), (14, 15), (7, 14), (14, 9), (9, 2), (2, 12), (12, 8)]",11
English,755,13,"[(2, 13), (2, 9), (2, 7), (12, 3), (6, 4), (3, 6), (10, 8), (12, 10), (7, 12), (12, 11), (11, 1), (12, 5)]",2
English,756,18,"[(7, 12), (7, 4), (15, 7), (15, 9), (9, 11), (18, 6), (18, 3), (3, 8), (8, 14), (14, 17), (11, 18), (18, 10), (13, 2), (16, 5), (13, 16), (13, 1), (10, 13)]",15
English,757,15,"[(1, 15), (15, 5), (15, 7), (4, 8), (10, 13), (4, 10), (1, 4), (1, 3), (3, 11), (12, 9), (11, 12), (3, 14), (6, 2), (14, 6)]",1
English,758,12,"[(2, 8), (11, 5), (2, 11), (11, 12), (3, 10), (12, 3), (2, 6), (7, 9), (6, 7), (7, 4), (4, 1)]",2
English,761,11,"[(10, 7), (4, 2), (4, 11), (6, 4), (7, 6), (10, 1), (3, 5), (3, 9), (3, 8), (10, 3)]",10
English,765,23,"[(18, 1), (18, 17), (9, 18), (9, 7), (19, 3), (3, 10), (9, 19), (4, 16), (19, 4), (11, 14), (11, 8), (21, 11), (4, 21), (21, 6), (9, 2), (2, 12), (2, 13), (5, 15), (5, 22), (13, 5), (23, 20), (5, 23)]",9
English,769,8,"[(4, 7), (7, 5), (8, 1), (8, 6), (5, 8), (4, 3), (4, 2)]",4
English,777,7,"[(6, 7), (6, 1), (1, 2), (4, 3), (4, 5), (2, 4)]",6
